id,parent,iso3166-1:alpha2,name,urls,iso3166-2,short_code
surrey,england,,Surrey,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/surrey-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/surrey-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/surrey-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/surrey-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/surrey-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/surrey/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/surrey-updates'}",,
swaziland,africa,['SZ'],Swaziland,"{'pbf': 'https://download.geofabrik.de/africa/swaziland-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/swaziland-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/swaziland-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/swaziland-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/swaziland-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/swaziland/', 'updates': 'https://download.geofabrik.de/africa/swaziland-updates'}",,SZ
sweden,europe,['SE'],Sweden,"{'pbf': 'https://download.geofabrik.de/europe/sweden-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/sweden-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/sweden-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/sweden-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/sweden-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/sweden/', 'updates': 'https://download.geofabrik.de/europe/sweden-updates'}",,SE
swietokrzyskie,poland,,Województwo świętokrzyskie<br />(Świętokrzyskie Voivodeship),"{'pbf': 'https://download.geofabrik.de/europe/poland/swietokrzyskie-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/poland/swietokrzyskie-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/poland/swietokrzyskie-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/poland/swietokrzyskie-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/poland/swietokrzyskie-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/poland/swietokrzyskie/', 'updates': 'https://download.geofabrik.de/europe/poland/swietokrzyskie-updates'}",,
switzerland,europe,['CH'],Switzerland,"{'pbf': 'https://download.geofabrik.de/europe/switzerland-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/switzerland-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/switzerland-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/switzerland-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/switzerland-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/switzerland/', 'updates': 'https://download.geofabrik.de/europe/switzerland-updates'}",,CH
syria,asia,['SY'],Syria,"{'pbf': 'https://download.geofabrik.de/asia/syria-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/syria-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/syria-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/syria-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/syria-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/syria/', 'updates': 'https://download.geofabrik.de/asia/syria-updates'}",,SY
taiwan,asia,['TW'],Taiwan,"{'pbf': 'https://download.geofabrik.de/asia/taiwan-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/taiwan-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/taiwan-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/taiwan-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/taiwan-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/taiwan/', 'updates': 'https://download.geofabrik.de/asia/taiwan-updates'}",['CN-TW'],TW
tajikistan,asia,['TJ'],Tajikistan,"{'pbf': 'https://download.geofabrik.de/asia/tajikistan-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/tajikistan-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/tajikistan-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/tajikistan-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/tajikistan-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/tajikistan/', 'updates': 'https://download.geofabrik.de/asia/tajikistan-updates'}",,TJ
tanzania,africa,['TZ'],Tanzania,"{'pbf': 'https://download.geofabrik.de/africa/tanzania-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/tanzania-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/tanzania-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/tanzania-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/tanzania-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/tanzania/', 'updates': 'https://download.geofabrik.de/africa/tanzania-updates'}",,TZ
thailand,asia,['TH'],Thailand,"{'pbf': 'https://download.geofabrik.de/asia/thailand-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/thailand-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/thailand-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/thailand-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/thailand-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/thailand/', 'updates': 'https://download.geofabrik.de/asia/thailand-updates'}",,TH
thueringen,germany,,Thüringen,"{'pbf': 'https://download.geofabrik.de/europe/germany/thueringen-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/thueringen-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/thueringen-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/thueringen-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/thueringen-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/thueringen/', 'updates': 'https://download.geofabrik.de/europe/germany/thueringen-updates'}",,
togo,africa,['TG'],Togo,"{'pbf': 'https://download.geofabrik.de/africa/togo-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/togo-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/togo-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/togo-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/togo-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/togo/', 'updates': 'https://download.geofabrik.de/africa/togo-updates'}",,TG
tohoku,japan,,Tōhoku region,"{'pbf': 'https://download.geofabrik.de/asia/japan/tohoku-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/japan/tohoku-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/japan/tohoku-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/japan/tohoku-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/japan/tohoku-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/japan/tohoku/', 'updates': 'https://download.geofabrik.de/asia/japan/tohoku-updates'}",,
tokelau,australia-oceania,['VU'],Tokelau,"{'pbf': 'https://download.geofabrik.de/australia-oceania/tokelau-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/australia-oceania/tokelau-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/australia-oceania/tokelau-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/australia-oceania/tokelau-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/australia-oceania/tokelau-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/australia-oceania/tokelau/', 'updates': 'https://download.geofabrik.de/australia-oceania/tokelau-updates'}",,VU
tonga,australia-oceania,['TO'],Tonga,"{'pbf': 'https://download.geofabrik.de/australia-oceania/tonga-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/australia-oceania/tonga-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/australia-oceania/tonga-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/australia-oceania/tonga-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/australia-oceania/tonga-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/australia-oceania/tonga/', 'updates': 'https://download.geofabrik.de/australia-oceania/tonga-updates'}",,TO
tuebingen-regbez,baden-wuerttemberg,,Regierungsbezirk Tübingen,"{'pbf': 'https://download.geofabrik.de/europe/germany/baden-wuerttemberg/tuebingen-regbez-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/baden-wuerttemberg/tuebingen-regbez-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/baden-wuerttemberg/tuebingen-regbez-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/baden-wuerttemberg/tuebingen-regbez-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/baden-wuerttemberg/tuebingen-regbez-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/baden-wuerttemberg/tuebingen-regbez/', 'updates': 'https://download.geofabrik.de/europe/germany/baden-wuerttemberg/tuebingen-regbez-updates'}",,
tunisia,africa,['TN'],Tunisia,"{'pbf': 'https://download.geofabrik.de/africa/tunisia-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/tunisia-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/tunisia-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/tunisia-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/tunisia-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/tunisia/', 'updates': 'https://download.geofabrik.de/africa/tunisia-updates'}",,TN
turkey,europe,['TR'],Turkey,"{'pbf': 'https://download.geofabrik.de/europe/turkey-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/turkey-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/turkey-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/turkey-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/turkey-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/turkey/', 'updates': 'https://download.geofabrik.de/europe/turkey-updates'}",,TR
turkmenistan,asia,['TM'],Turkmenistan,"{'pbf': 'https://download.geofabrik.de/asia/turkmenistan-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/turkmenistan-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/turkmenistan-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/turkmenistan-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/turkmenistan-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/turkmenistan/', 'updates': 'https://download.geofabrik.de/asia/turkmenistan-updates'}",,TM
tuvalu,australia-oceania,['TV'],Tuvalu,"{'pbf': 'https://download.geofabrik.de/australia-oceania/tuvalu-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/australia-oceania/tuvalu-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/australia-oceania/tuvalu-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/australia-oceania/tuvalu-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/australia-oceania/tuvalu-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/australia-oceania/tuvalu/', 'updates': 'https://download.geofabrik.de/australia-oceania/tuvalu-updates'}",,TV
tyne-and-wear,england,,Tyne and Wear,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/tyne-and-wear-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/tyne-and-wear-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/tyne-and-wear-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/tyne-and-wear-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/tyne-and-wear-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/tyne-and-wear/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/tyne-and-wear-updates'}",,
uganda,africa,['UG'],Uganda,"{'pbf': 'https://download.geofabrik.de/africa/uganda-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/uganda-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/uganda-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/uganda-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/uganda-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/uganda/', 'updates': 'https://download.geofabrik.de/africa/uganda-updates'}",,UG
ukraine,europe,['UA'],Ukraine (with Crimea),"{'pbf': 'https://download.geofabrik.de/europe/ukraine-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/ukraine-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/ukraine-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/ukraine-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/ukraine-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/ukraine/', 'updates': 'https://download.geofabrik.de/europe/ukraine-updates'}",,UA
unterfranken,bayern,,Unterfranken,"{'pbf': 'https://download.geofabrik.de/europe/germany/bayern/unterfranken-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/bayern/unterfranken-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/bayern/unterfranken-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/bayern/unterfranken-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/bayern/unterfranken-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/bayern/unterfranken/', 'updates': 'https://download.geofabrik.de/europe/germany/bayern/unterfranken-updates'}",,
ural-fed-district,russia,,Ural Federal District,"{'pbf': 'https://download.geofabrik.de/russia/ural-fed-district-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/russia/ural-fed-district-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/russia/ural-fed-district-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/russia/ural-fed-district-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/russia/ural-fed-district-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/russia/ural-fed-district/', 'updates': 'https://download.geofabrik.de/russia/ural-fed-district-updates'}",,
uruguay,south-america,['UY'],Uruguay,"{'pbf': 'https://download.geofabrik.de/south-america/uruguay-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/south-america/uruguay-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/south-america/uruguay-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/south-america/uruguay-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/south-america/uruguay-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/south-america/uruguay/', 'updates': 'https://download.geofabrik.de/south-america/uruguay-updates'}",,UY
us,north-america,['US'],United States of America,"{'pbf': 'https://download.geofabrik.de/north-america/us-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/', 'updates': 'https://download.geofabrik.de/north-america/us-updates'}",,US
us-midwest,north-america,,US Midwest,"{'pbf': 'https://download.geofabrik.de/north-america/us-midwest-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us-midwest-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us-midwest-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us-midwest-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us-midwest/', 'updates': 'https://download.geofabrik.de/north-america/us-midwest-updates'}",,
us-northeast,north-america,,US Northeast,"{'pbf': 'https://download.geofabrik.de/north-america/us-northeast-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us-northeast-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us-northeast-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us-northeast-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us-northeast/', 'updates': 'https://download.geofabrik.de/north-america/us-northeast-updates'}",,
us-pacific,north-america,,US Pacific,"{'pbf': 'https://download.geofabrik.de/north-america/us-pacific-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us-pacific-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us-pacific-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us-pacific-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us-pacific/', 'updates': 'https://download.geofabrik.de/north-america/us-pacific-updates'}",,
us-south,north-america,,US South,"{'pbf': 'https://download.geofabrik.de/north-america/us-south-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us-south-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us-south-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us-south-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us-south/', 'updates': 'https://download.geofabrik.de/north-america/us-south-updates'}",,
us-west,north-america,,US West,"{'pbf': 'https://download.geofabrik.de/north-america/us-west-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us-west-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us-west-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us-west-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us-west/', 'updates': 'https://download.geofabrik.de/north-america/us-west-updates'}",,
us/alabama,north-america,,us/alabama,"{'pbf': 'https://download.geofabrik.de/north-america/us/alabama-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/alabama-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/alabama-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/alabama-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/alabama-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/alabama/', 'updates': 'https://download.geofabrik.de/north-america/us/alabama-updates'}",['US-AL'],US-AL
us/alaska,north-america,,us/alaska,"{'pbf': 'https://download.geofabrik.de/north-america/us/alaska-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/alaska-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/alaska-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/alaska-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/alaska-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/alaska/', 'updates': 'https://download.geofabrik.de/north-america/us/alaska-updates'}",['US-AK'],US-AK
us/arizona,north-america,,us/arizona,"{'pbf': 'https://download.geofabrik.de/north-america/us/arizona-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/arizona-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/arizona-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/arizona-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/arizona-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/arizona/', 'updates': 'https://download.geofabrik.de/north-america/us/arizona-updates'}",['US-AZ'],US-AZ
us/arkansas,north-america,,us/arkansas,"{'pbf': 'https://download.geofabrik.de/north-america/us/arkansas-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/arkansas-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/arkansas-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/arkansas-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/arkansas-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/arkansas/', 'updates': 'https://download.geofabrik.de/north-america/us/arkansas-updates'}",['US-AR'],US-AR
us/california,north-america,,us/california,"{'pbf': 'https://download.geofabrik.de/north-america/us/california-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/california-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/california-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/california-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/california/', 'updates': 'https://download.geofabrik.de/north-america/us/california-updates'}",['US-CA'],US-CA
us/colorado,north-america,,us/colorado,"{'pbf': 'https://download.geofabrik.de/north-america/us/colorado-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/colorado-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/colorado-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/colorado-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/colorado-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/colorado/', 'updates': 'https://download.geofabrik.de/north-america/us/colorado-updates'}",['US-CO'],US-CO
us/connecticut,north-america,,us/connecticut,"{'pbf': 'https://download.geofabrik.de/north-america/us/connecticut-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/connecticut-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/connecticut-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/connecticut-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/connecticut-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/connecticut/', 'updates': 'https://download.geofabrik.de/north-america/us/connecticut-updates'}",['US-CT'],US-CT
us/delaware,north-america,,us/delaware,"{'pbf': 'https://download.geofabrik.de/north-america/us/delaware-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/delaware-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/delaware-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/delaware-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/delaware-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/delaware/', 'updates': 'https://download.geofabrik.de/north-america/us/delaware-updates'}",['US-DE'],US-DE
us/district-of-columbia,north-america,,us/district-of-columbia,"{'pbf': 'https://download.geofabrik.de/north-america/us/district-of-columbia-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/district-of-columbia-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/district-of-columbia-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/district-of-columbia-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/district-of-columbia-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/district-of-columbia/', 'updates': 'https://download.geofabrik.de/north-america/us/district-of-columbia-updates'}",['US-DC'],US-DC
us/florida,north-america,,us/florida,"{'pbf': 'https://download.geofabrik.de/north-america/us/florida-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/florida-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/florida-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/florida-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/florida-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/florida/', 'updates': 'https://download.geofabrik.de/north-america/us/florida-updates'}",['US-FL'],US-FL
us/georgia,north-america,,Georgia,"{'pbf': 'https://download.geofabrik.de/north-america/us/georgia-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/georgia-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/georgia-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/georgia-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/georgia-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/georgia/', 'updates': 'https://download.geofabrik.de/north-america/us/georgia-updates'}",['US-GA'],US-GA
us/hawaii,north-america,,us/hawaii,"{'pbf': 'https://download.geofabrik.de/north-america/us/hawaii-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/hawaii-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/hawaii-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/hawaii-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/hawaii-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/hawaii/', 'updates': 'https://download.geofabrik.de/north-america/us/hawaii-updates'}",['US-HI'],US-HI
us/idaho,north-america,,us/idaho,"{'pbf': 'https://download.geofabrik.de/north-america/us/idaho-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/idaho-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/idaho-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/idaho-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/idaho-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/idaho/', 'updates': 'https://download.geofabrik.de/north-america/us/idaho-updates'}",['US-ID'],US-ID
