id,parent,iso3166-1:alpha2,name,urls,iso3166-2,short_code
croatia,europe,['HR'],Croatia,"{'pbf': 'https://download.geofabrik.de/europe/croatia-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/croatia-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/croatia-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/croatia-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/croatia-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/croatia/', 'updates': 'https://download.geofabrik.de/europe/croatia-updates'}",,HR
cuba,central-america,,Cuba,"{'pbf': 'https://download.geofabrik.de/central-america/cuba-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/central-america/cuba-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/central-america/cuba-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/central-america/cuba-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/central-america/cuba-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/central-america/cuba/', 'updates': 'https://download.geofabrik.de/central-america/cuba-updates'}",,
cumbria,england,,Cumbria,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/cumbria-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/cumbria-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/cumbria-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/cumbria-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/cumbria-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/cumbria/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/cumbria-updates'}",,
cyprus,europe,['CY'],Cyprus,"{'pbf': 'https://download.geofabrik.de/europe/cyprus-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/cyprus-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/cyprus-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/cyprus-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/cyprus-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/cyprus/', 'updates': 'https://download.geofabrik.de/europe/cyprus-updates'}",,CY
czech-republic,europe,['CZ'],Czech Republic,"{'pbf': 'https://download.geofabrik.de/europe/czech-republic-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/czech-republic-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/czech-republic-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/czech-republic-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/czech-republic-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/czech-republic/', 'updates': 'https://download.geofabrik.de/europe/czech-republic-updates'}",,CZ
dach,europe,,"Germany, Austria, Switzerland","{'pbf': 'https://download.geofabrik.de/europe/dach-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/dach-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/dach-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/dach-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/dach/', 'updates': 'https://download.geofabrik.de/europe/dach-updates'}",,
denmark,europe,['DK'],Denmark,"{'pbf': 'https://download.geofabrik.de/europe/denmark-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/denmark-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/denmark-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/denmark-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/denmark-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/denmark/', 'updates': 'https://download.geofabrik.de/europe/denmark-updates'}",,DK
derbyshire,england,,Derbyshire,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/derbyshire-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/derbyshire-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/derbyshire-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/derbyshire-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/derbyshire-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/derbyshire/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/derbyshire-updates'}",,
detmold-regbez,nordrhein-westfalen,,Regierungsbezirk Detmold,"{'pbf': 'https://download.geofabrik.de/europe/germany/nordrhein-westfalen/detmold-regbez-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/nordrhein-westfalen/detmold-regbez-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/nordrhein-westfalen/detmold-regbez-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/nordrhein-westfalen/detmold-regbez-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/nordrhein-westfalen/detmold-regbez-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/nordrhein-westfalen/detmold-regbez/', 'updates': 'https://download.geofabrik.de/europe/germany/nordrhein-westfalen/detmold-regbez-updates'}",,
devon,england,,Devon,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/devon-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/devon-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/devon-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/devon-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/devon-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/devon/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/devon-updates'}",,
djibouti,africa,['DJ'],Djibouti,"{'pbf': 'https://download.geofabrik.de/africa/djibouti-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/djibouti-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/djibouti-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/djibouti-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/djibouti-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/djibouti/', 'updates': 'https://download.geofabrik.de/africa/djibouti-updates'}",,DJ
dolnoslaskie,poland,,Województwo dolnośląskie<br />(Lower Silesian Voivodeship),"{'pbf': 'https://download.geofabrik.de/europe/poland/dolnoslaskie-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/poland/dolnoslaskie-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/poland/dolnoslaskie-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/poland/dolnoslaskie-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/poland/dolnoslaskie-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/poland/dolnoslaskie/', 'updates': 'https://download.geofabrik.de/europe/poland/dolnoslaskie-updates'}",,
dorset,england,,Dorset,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/dorset-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/dorset-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/dorset-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/dorset-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/dorset-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/dorset/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/dorset-updates'}",,
drenthe,netherlands,,Drenthe,"{'pbf': 'https://download.geofabrik.de/europe/netherlands/drenthe-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/netherlands/drenthe-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/netherlands/drenthe-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/netherlands/drenthe-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/netherlands/drenthe-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/netherlands/drenthe/', 'updates': 'https://download.geofabrik.de/europe/netherlands/drenthe-updates'}",,
duesseldorf-regbez,nordrhein-westfalen,,Regierungsbezirk Düsseldorf,"{'pbf': 'https://download.geofabrik.de/europe/germany/nordrhein-westfalen/duesseldorf-regbez-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/nordrhein-westfalen/duesseldorf-regbez-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/nordrhein-westfalen/duesseldorf-regbez-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/nordrhein-westfalen/duesseldorf-regbez-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/nordrhein-westfalen/duesseldorf-regbez-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/nordrhein-westfalen/duesseldorf-regbez/', 'updates': 'https://download.geofabrik.de/europe/germany/nordrhein-westfalen/duesseldorf-regbez-updates'}",,
durham,england,,Durham,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/durham-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/durham-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/durham-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/durham-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/durham-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/durham/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/durham-updates'}",,
east-sussex,england,,East Sussex,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/east-sussex-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/east-sussex-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/east-sussex-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/east-sussex-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/east-sussex-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/east-sussex/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/east-sussex-updates'}",,
east-timor,asia,['TL'],East Timor,"{'pbf': 'https://download.geofabrik.de/asia/east-timor-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/east-timor-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/east-timor-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/east-timor-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/east-timor-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/east-timor/', 'updates': 'https://download.geofabrik.de/asia/east-timor-updates'}",,TL
east-yorkshire-with-hull,england,,East Yorkshire with Hull,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/east-yorkshire-with-hull-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/east-yorkshire-with-hull-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/east-yorkshire-with-hull-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/east-yorkshire-with-hull-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/east-yorkshire-with-hull-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/east-yorkshire-with-hull/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/east-yorkshire-with-hull-updates'}",,
eastern-zone,india,,Eastern Zone,"{'pbf': 'https://download.geofabrik.de/asia/india/eastern-zone-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/india/eastern-zone-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/india/eastern-zone-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/india/eastern-zone-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/india/eastern-zone-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/india/eastern-zone/', 'updates': 'https://download.geofabrik.de/asia/india/eastern-zone-updates'}",,
ecuador,south-america,['EC'],Ecuador,"{'pbf': 'https://download.geofabrik.de/south-america/ecuador-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/south-america/ecuador-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/south-america/ecuador-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/south-america/ecuador-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/south-america/ecuador/', 'updates': 'https://download.geofabrik.de/south-america/ecuador-updates'}",,EC
egypt,africa,['EG'],Egypt,"{'pbf': 'https://download.geofabrik.de/africa/egypt-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/egypt-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/egypt-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/egypt-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/egypt-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/egypt/', 'updates': 'https://download.geofabrik.de/africa/egypt-updates'}",,EG
el-salvador,central-america,['SV'],El Salvador,"{'pbf': 'https://download.geofabrik.de/central-america/el-salvador-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/central-america/el-salvador-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/central-america/el-salvador-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/central-america/el-salvador-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/central-america/el-salvador-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/central-america/el-salvador/', 'updates': 'https://download.geofabrik.de/central-america/el-salvador-updates'}",,SV
enfield,greater-london,,Enfield,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/london/enfield-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/london/enfield-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/london/enfield-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/london/enfield-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/london/enfield-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/london/enfield/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/london/enfield-updates'}",,
england,great-britain,,England,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england-updates'}",,
equatorial-guinea,africa,['GQ'],Equatorial Guinea,"{'pbf': 'https://download.geofabrik.de/africa/equatorial-guinea-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/equatorial-guinea-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/equatorial-guinea-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/equatorial-guinea-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/equatorial-guinea-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/equatorial-guinea/', 'updates': 'https://download.geofabrik.de/africa/equatorial-guinea-updates'}",,GQ
eritrea,africa,['ER'],Eritrea,"{'pbf': 'https://download.geofabrik.de/africa/eritrea-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/eritrea-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/eritrea-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/eritrea-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/eritrea-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/eritrea/', 'updates': 'https://download.geofabrik.de/africa/eritrea-updates'}",,ER
essex,england,,Essex,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/essex-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/essex-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/essex-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/essex-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/essex-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/essex/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/essex-updates'}",,
estonia,europe,['EE'],Estonia,"{'pbf': 'https://download.geofabrik.de/europe/estonia-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/estonia-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/estonia-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/estonia-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/estonia-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/estonia/', 'updates': 'https://download.geofabrik.de/europe/estonia-updates'}",,EE
ethiopia,africa,['ET'],Ethiopia,"{'pbf': 'https://download.geofabrik.de/africa/ethiopia-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/ethiopia-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/ethiopia-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/ethiopia-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/ethiopia-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/ethiopia/', 'updates': 'https://download.geofabrik.de/africa/ethiopia-updates'}",,ET
europe,,,Europe,"{'pbf': 'https://download.geofabrik.de/europe-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/', 'updates': 'https://download.geofabrik.de/europe-updates'}",,
extremadura,spain,,Extremadura,"{'pbf': 'https://download.geofabrik.de/europe/spain/extremadura-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/spain/extremadura-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/spain/extremadura-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/spain/extremadura-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/spain/extremadura-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/spain/extremadura/', 'updates': 'https://download.geofabrik.de/europe/spain/extremadura-updates'}",,
far-eastern-fed-district,russia,,Far Eastern Federal District,"{'pbf': 'https://download.geofabrik.de/russia/far-eastern-fed-district-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/russia/far-eastern-fed-district-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/russia/far-eastern-fed-district-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/russia/far-eastern-fed-district-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/russia/far-eastern-fed-district-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/russia/far-eastern-fed-district/', 'updates': 'https://download.geofabrik.de/russia/far-eastern-fed-district-updates'}",,
faroe-islands,europe,['FO'],Faroe Islands,"{'pbf': 'https://download.geofabrik.de/europe/faroe-islands-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/faroe-islands-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/faroe-islands-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/faroe-islands-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/faroe-islands-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/faroe-islands/', 'updates': 'https://download.geofabrik.de/europe/faroe-islands-updates'}",,FO
fiji,australia-oceania,['FJ'],Fiji,"{'pbf': 'https://download.geofabrik.de/australia-oceania/fiji-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/australia-oceania/fiji-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/australia-oceania/fiji-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/australia-oceania/fiji-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/australia-oceania/fiji-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/australia-oceania/fiji/', 'updates': 'https://download.geofabrik.de/australia-oceania/fiji-updates'}",,FJ
finland,europe,['FI'],Finland,"{'pbf': 'https://download.geofabrik.de/europe/finland-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/finland-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/finland-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/finland-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/finland-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/finland/', 'updates': 'https://download.geofabrik.de/europe/finland-updates'}",,FI
flevoland,netherlands,,Flevoland,"{'pbf': 'https://download.geofabrik.de/europe/netherlands/flevoland-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/netherlands/flevoland-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/netherlands/flevoland-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/netherlands/flevoland-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/netherlands/flevoland-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/netherlands/flevoland/', 'updates': 'https://download.geofabrik.de/europe/netherlands/flevoland-updates'}",,
france,europe,['FR'],France,"{'pbf': 'https://download.geofabrik.de/europe/france-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/france-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/france-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/france-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/france/', 'updates': 'https://download.geofabrik.de/europe/france-updates'}",,FR
franche-comte,france,,Franche Comte,"{'pbf': 'https://download.geofabrik.de/europe/france/franche-comte-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/france/franche-comte-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/france/franche-comte-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/france/franche-comte-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/france/franche-comte-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/france/franche-comte/', 'updates': 'https://download.geofabrik.de/europe/france/franche-comte-updates'}",,
freiburg-regbez,baden-wuerttemberg,,Regierungsbezirk Freiburg,"{'pbf': 'https://download.geofabrik.de/europe/germany/baden-wuerttemberg/freiburg-regbez-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/baden-wuerttemberg/freiburg-regbez-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/baden-wuerttemberg/freiburg-regbez-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/baden-wuerttemberg/freiburg-regbez-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/baden-wuerttemberg/freiburg-regbez-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/baden-wuerttemberg/freiburg-regbez/', 'updates': 'https://download.geofabrik.de/europe/germany/baden-wuerttemberg/freiburg-regbez-updates'}",,
friesland,netherlands,,Friesland,"{'pbf': 'https://download.geofabrik.de/europe/netherlands/friesland-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/netherlands/friesland-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/netherlands/friesland-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/netherlands/friesland-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/netherlands/friesland-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/netherlands/friesland/', 'updates': 'https://download.geofabrik.de/europe/netherlands/friesland-updates'}",,
gabon,africa,['GA'],Gabon,"{'pbf': 'https://download.geofabrik.de/africa/gabon-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/gabon-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/gabon-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/gabon-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/gabon-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/gabon/', 'updates': 'https://download.geofabrik.de/africa/gabon-updates'}",,GA
galicia,spain,,Galicia,"{'pbf': 'https://download.geofabrik.de/europe/spain/galicia-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/spain/galicia-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/spain/galicia-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/spain/galicia-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/spain/galicia-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/spain/galicia/', 'updates': 'https://download.geofabrik.de/europe/spain/galicia-updates'}",,
gcc-states,asia,"['QA', 'AE', 'OM', 'BH', 'KW']",GCC States,"{'pbf': 'https://download.geofabrik.de/asia/gcc-states-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/gcc-states-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/gcc-states-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/gcc-states-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/gcc-states-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/gcc-states/', 'updates': 'https://download.geofabrik.de/asia/gcc-states-updates'}",,QA-AE-OM-BH-KW
